,text,sentiment
1651,Not much can be added to the already substantial positive reviews. I bought both the Fire TV and Fire Stick so I'll comment on that. The Fire TV is much quicker and love the ability to run Ethernet and USB right to the unit. The Fire stick is great for our bedroom but this Fire TV is best for main TV viewing.,POSITIVE
1652,This is a great set top box with plenty of apps that will keep anyone engaged for hours!,POSITIVE
1653,Wag glad I purchased the Amazon Echo. Easy to set up and link with the two iPads in our home. Use it to play music from ITunes as well as the IPad. Let's me do a quick check on the weather and a joke of the day. Impressed at how sensitive it is as I can speak with it from anywhere in my condo every with background noise. Heartily recommend it to my friends and family.,POSITIVE
1654,Bought this for my six year old son for a Christmas present and he loves it. He couldn't be happier it keeps him very entertained. This tablet was such a good deal definitely no complaints here. Best buy has the greatest deals love this store.,POSITIVE
1655,"We bought this tablet for my son to do his homeschool classes on, and he loves it!",POSITIVE
1656,Amazon fire Tv Great product easy to use it's a direct plug-in to your router or Bluetooth,POSITIVE
1657,Items is very easy and a noob friendly. I love the item.,POSITIVE
1658,Handy to use and size is good. It's light weight and that's important.,POSITIVE
1659,"I use mine for email, Facebook ,games and to go on line. I also have down loaded books. I use it to take photos. It is small and be taken easily. I would recommend it to anyone .",POSITIVE
1660,Bought this for my niece for Christmas. She mostly uses as ereader and checking email.,NEUTRAL
1661,I would totally recommend purchasing Amazon Fire TV! I have enjoyed the simplicity of use and the app I was wanting Plex ! Best Buy had the best price for it so I purchased it from there local store!,POSITIVE
1662,Can't believe how much fun we have had with our new echo. Love all the music we can listen too so quickly.,POSITIVE
1663,This thing is awesome! Makes life a little bit simpler,POSITIVE
1664,"Since I don't like to read the news, I just ask Echo for my news update. And getting the weather for any day for any city and state is a snap!",NEUTRAL
1665,My girls love the tablet. Great value for the money.,POSITIVE
1666,"Not a cheap plug from the check out, this works for my phone and kindle without the nasty reminder that the cord or plug are not strong enough.",POSITIVE
1667,"Traveled for work to an island for 6 weeks. Was great for plane rides there and back, as well as on the island with me always being on the move",POSITIVE
1668,"needed a tv in our kitchen, wasn't looking for huge or fancy for this. so the 32 inch was perfect for us",POSITIVE
1669,Perfect cheap device for kids and grandkids nice to have sitting around,POSITIVE
1670,Purchased mainly to use travelling so haven't really had the opportunity to give it a fair road test at this point. It was advertised as capable of downloading movies and books so you can watch/read while travelling without burning through your data or being hit with data roaming fees or having to purchase wifi during flights.,POSITIVE
1671,Echo is a very interesting product. So far I just use it for listening to music. I ask it to play my old records from when was much younger. So far she knows them all.,POSITIVE
1672,"Perfect size for traveling, sound is amazing and easy to use.",POSITIVE
1673,Got it for my grandson and he really does like it.,POSITIVE
1674,"I had bought a Nabi for my granddaughter and she finally broke it. Out of warranty, I just fugured I'd purchase another one since she is familiar with it. After reading reviews, decided kids are pretty sharp and can pick up new things quickly ( she's 4!). She had no trouble with it at all and my daughter says she loves it! So far no complaints from a technical standpoint.",POSITIVE
1675,Another Siri in the house. Echo. Is better. Great loud sound. Bought white. Love it.,POSITIVE
1676,This is great little tablet that is very user friendly and lightweight!,POSITIVE
1677,I bought 50 of these to use in a school education program. The workers at Best Buy assured me the apps I needed them to run would work fine. Unfortunately I was not aware that Amazon has it's own app store unrelated to Apple and GogglePlay. Make sure whatever apps you want to run are also available on the Amazone app store as not all are. Specifically they block anything related to Goggle. Other than that the tablet is great and is a great price and really nice case.,MIXED
1678,Heard about the Echo and had seen it on tv. Absolutely love the product. Very fun.,POSITIVE
1679,I purchased this for my wife for Christmas and she absolutely loves it. Only downfall is you must purchase prime to get really any music.,POSITIVE
1680,"fits my needs, love to read and it just fits my hands and is great and easy to read",POSITIVE
1681,"We bought this because we thought it would be great for reading books and playing a few games. However, awkward size makes the device very weird to hold and generally not enjoyable. The Fire HD 8 shares the exact same specs and has a higher battery life. There's almost no reason to take this device over the 8.",NEGATIVE
1682,"This is my second tablet, but first based on android. This is their entry level tablet but still very responsive and snappy. The memory is upgradeable via memory card.",POSITIVE
1683,"Easy setup. Compact. For reading, I still prefer my basic Kindle Reader, but the apps are nice to have when I want to do some extra things on the Fire.",POSITIVE
1684,Great product as usually ... better screen and faster than my previous. Work with my chromecast .. easy to use,POSITIVE
1685,We bought this item to be a raffle prize for our Unions annual Holiday party. Winner was excited to get it. Black Friday week deals made it hard to pass up.,POSITIVE
1686,WHAT DID WE DO BEFORE ALL THIS TECHNOLOGY? I LOVE THE ECHO! THE SOUND AND FEATURES ARE AMAZING!,POSITIVE
1687,"I own all three of the latest Fire TV, Roku and Apple TV. Out of the three, as a pure streamer, I'd say Roku is probably my favorite followed by Apple TV and then Fire TV. However, as a multi-purpose device, the Fire TV wins hands down and it's not even close. The Fire TV allows you the most customization, freedom and versatility, such as the ability to side-load apps. Both Roku sand Apple TV are locked tight in that regard. Fire TV also features a more baked in Prime experience. The Fire TV can be a little slow sometimes and can freeze occasionally (more so depending on what you install), but overall, not a bad box for the price.",POSITIVE
1688,"I wasn't offer the warranty, but I enjoy it a lot.",MIXED
1689,Awesome little tablet for the price. Not an iPad but fine for just watching Netflix and other small tasks while on the go.,POSITIVE
1690,This is a good buy with the recent drop in price. Despite that I love how well it works. The voice recognition of the Echo is pretty good and I love the many questions you can ask it and the responses it gives you.,POSITIVE
1691,"The new Kindle Voyage is quite a step forward for the Kindle dedicated reader line. It is a beautiful device - almost like something from Apple. I like the lighted screen and the page forward and back ""buttons"" on the sides of the device. But it is rather pricey - not yet convinced it is worth the upcharge.",MIXED
1692,My kids adore their tablets! Best purchase ever!!!,POSITIVE
1693,"Easy to set up, sound not bad for a Kitchen Location. Use it everyday!",POSITIVE
1694,"If you want a tablet that is current and works well with the android platform and that you won't have a coronary when you kid drops on the floor, in the toilet, or anywhere then this is for you. We have 4 total and Amazon service if you have any issues is second to none. They even replaced previous ones for free when the charging port got loose but it seems that is now a problem of the past.",NEGATIVE
1695,Nice tablet for the price. Very easy to use and understand.,POSITIVE
1696,I wanted an inexpensive tablet that would allow me to surf the web and this was perfect! On top of it there are many other features that could be useful but you can't go wrong if you're just looking for the basics so purchase and enjoy.,POSITIVE
1697,"Really enjoyed this product, books, music, weather, news at my finger tip. A big part of my life. I use at on the train, on my breaks at work, at home.",POSITIVE
1698,"The Echo is a nice and quick addition to finding weather forecasts & sport's scores. Also, we use-it daily for serving as our radio.",POSITIVE
1699,"If you know of someone that would like to view videos or play smaller games, then this is a great product for them. This is more like an entry level tablet.",POSITIVE
1700,Nice for a smaller tablet. It's good for Internet surfing.,POSITIVE
1701,My Kindle Fire is much better than my previous Kindle. Works well in bright day light and user friendly. Access to books and downloading is more streamlined with this device. I'd not hesitate to buy again for myself or as a gift.,POSITIVE
1702,Kept my kids busy on road trip & while I cook daily,POSITIVE
1703,"Bought this kindle for my grandson as a birthday present, he is excited about it. Could not believe the price.",POSITIVE
1704,It was bought for my husband and he has truly enjoyed it.,POSITIVE
1705,"After reading both positive and negative reviews, took the plunge because it was on sale and wanted 4k.Had a little difficulty setting up/ scrolling the onscreen keyboard/ inputing passwords because the remote didn't work properly out of the box...after the system updated the firmware, no more problems. After moving the unit to another house, wasn't dfficult setting up on that network.Some reviewers said that the menu is too Amazon-centric. Does have a lot, but no problem downloading and using other streaming services (Crackle, YouTube, etc)4K: limited content, but quality seems okay on a 50"" 4k tv. Need a fast connection.Has an app- it could be better.If you don't need 4k, and have an iDevice house, Apple's box would be a more compatible choice...",MIXED
1706,"I returned and got the 8"" since this turned this product and would not turn on. I got another since it was a gift.",NEGATIVE
1707,Good price for use. Perfect size for kids. Battery last a long time.,POSITIVE
1708,"Speaker system for music play is great. Very sensitive to her name ""Alexa"". Make sure to disable voice purchasing or place a code if she will be in a room with a television.. there are lots of commercials where her name is called. She will respond.",POSITIVE
1709,This is an older tablet. I probobly expected too much. If I'm going to deal with lagginess I prefer my ipad2.,NEGATIVE
1710,Easy to use and simple tablet. For the money can't go wrong.,POSITIVE
1711,"Easy set up, and simple to learn various functions, including controlling wifi devices in my home.",POSITIVE
1712,Bought it for a gift. I do not know what else to say!,POSITIVE
1713,Very useful. More better for reading than ipad. good for eyes,POSITIVE
1714,"The amazon reader is everything I dreamed it would be. I can read in the dark. It helps me get to sleep sooner, because the light is not as bright. My love of reading has only increased! ! A great purchase no doubt about that! !",POSITIVE
1715,Yes most people have iPhones and tablets to read on but I find it easier to focus and the new paperwhite screen is crystal clear in any light.,POSITIVE
1716,I love my Alexa I can ask it questions and it gives me the answers I can use the timer on it it's pretty handy.,POSITIVE
1717,"Great idea. Have only started using it, playing music and asking questions.",POSITIVE
1718,"Fun to play with, a great source to gather information from without cracking a book.",POSITIVE
1719,This is a great device for my sons games since he was always using my iphone.,POSITIVE
1720,"It's not the fastest tablet, but it's fine for what I use it for. Camera is not that great.",MIXED
1721,"This is just the right size for someone who doesn't want to always use their phone while on the go. Must have wifi but that's not a problem. The response to the touch isn't bad at all. It isn't an iPad but it does the job fo rmusic, books, youtube, facebook and other small applications.",POSITIVE
1722,"Works really good, highly recommended. Would definitely buy to a friend or family member.",POSITIVE
1723,This is a good basic tablet. It does every thing it is advertised well. Great if your a real amazon fan.,POSITIVE
1724,"I have purchased 4 Kindle Fire 7 tablets for my grandsons, and they love playing games on them whether they are educational games or just-for-fun games.",POSITIVE
1725,I purchased a blue and orange one for each of my twin boys. Their bday is on Aug 22. I have not yet gave them the kindle. But I downloading quite a few games before giving it to them. The graphics are amazing. If all goes well i'm thinking about buying the purple one for myself.,POSITIVE
1726,Kids love it can downloead lots of games great charge system,POSITIVE
1727,Purchased as a replacement for a Kindle and it functions well as a Kindle and a tablet.,POSITIVE
1728,"I love my Fire Tablet - it has beautiful screen and many extra features that my older Tablet did not have - while it is still a compact size, it is light and pleasant to use. I would recommend again and again.",POSITIVE
1729,"Great price over the holidays, recipient thrilled with the gift.",POSITIVE
1730,Picked this item up while on sale to control all my NEST & phillips hue lights. Has a much better voice recognition than SIRI,POSITIVE
1731,I bought this for my mom and she loves it. She had been using a Kindle in the past and needed something new.,POSITIVE
1732,I don't read the books. I'm still learning about it. I don't really even use it.,NEGATIVE
1733,Like this so much bought another one for my daughter.,POSITIVE
1734,Was gift fot my daughter. she seems to enjoy very much.,POSITIVE
1735,The wifi would drop often to where I could not listen to Spotify or other services without buffering.,NEGATIVE
1736,I love my Amazon Fire tablet. It's the perfect size to carry in my purse. I shopped around and compared prices prior to my purchase. Best Buy had the lowest price and their customer service was excellent.,POSITIVE
1737,My grandmother enjoys this tablet ... it use as her reader.,POSITIVE
1738,Had troubles at first as I was using a dual modem/router. Once I bought a separate modem and router it worked great and the picture is even better than what I was getting with Xfinity!,POSITIVE
1739,The Amazon fire is a great tablet. U cannot beat the price. Works as good as other way more expensive tablets,POSITIVE
1740,This box is on par or better than the competition when combine with Amazon Prime. 4 stars because I feel it's time the internals get an upgrade.,POSITIVE
1741,"I had purchased this item before, had to buy a second one , best streaming device on market",POSITIVE
1742,This is the second kindle fire I have bought. The first one is almost 2 years old and works perfect to date. My 4 year old daughter plays with it and has dropped it several time without damaging it and it had no case on it. For the price this is the best affordable tablet. Especially for children. Great Buy.,POSITIVE
1743,Ran well. Couldn't download very many apps until space ran out. We didn't like that you couldn't use Google play either,NEGATIVE
1744,"I have only had this Echo for a short time, but use it all the time! So fun!",POSITIVE
1745,This is great! Wish I had more instructions on what she can do,POSITIVE
1746,Love this tablet I got for both my young girls. They love them use them for games and learning games which all seem to be free for the most part.,POSITIVE
1747,"Works well, kids love testing it and ""adding"" items to the grocery list.",POSITIVE
1748,"Bought this for my husband for Valentine's Day. We have the philips hue bulbs which this syncs with which is really nice. Love that you can ask it questions, how's the traffic to work etc.",POSITIVE
1749,"Linking with Phillips Hue lighting is great, but sometimes have to repeat commands. But overall fun.",MIXED
1750,Very happy with my kindle. Would buy it for my kids,POSITIVE
1751,It's a very nice tablet. Still learning how to use it. Always something new to learn on this tablet,POSITIVE
1752,I love this tablet. Its so simple and easy to use. Happy with how long the battery lasts after watching Amazon video for hours.,POSITIVE
1753,"Great tablet but low internal storage and does not allow for much ""customization"" of the home screen and other screens.",MIXED
1754,"Tablet is great, it is used for several hours a day and there is no problem with power. Just a the right size for it's purpose.",POSITIVE
1755,"Works just as well as my Rokus, however the interface is completely awful. Buy the fire for kodi buy a roku for everything else.",MIXED
1756,Purchased for a grandson but everyone in the house enjoys it,POSITIVE
1757,Amazon makes great products. The echo controls my smart home and is easy to use and set up. They're always adding new features and I would recommend it.,POSITIVE
1758,Works as described very portable with wifi and Bluetooth,POSITIVE
1759,"The Amazon Fire HD8 16GB is a excellent value and performs accordingly for it's price-point. It cannot be compared with a mini-ipad at a fraction of the price. The other drawback is the , limited apps as compared to the apple store or even google store. Yes, the google store can be loaded with a little difficulty. All in all for the money, it;s a nice little tablet.",MIXED
1760,This box is better then the fire stick I can finally look at 4K movies with this box then I could look on the fire stick and it handles my internet very well which is 5.0ghz wifi no problem,POSITIVE
1761,"Great for online content such as movies, TV shows, Music and games from the Amazon online store as well as streaming stored content from networked pcs or NAS boxes. You can also side load applications such as KODI for online content if you consider getting rid of cable television.I gave it 3 stars because even though it will allow for high definition video and theater surround sound, competing products can do those better.",MIXED
1762,It's all the great features of the Fire but with added bonuses for the kids. The app for the kids is great and the case has held up to our two year old thus far.,POSITIVE
1763,Just what my 10 year old needed to take her tech to the next level. Love the parental controls to keep her safe online,POSITIVE
1764,Great graphics and lots of apps and memory for the price.,POSITIVE
1765,Perfect for reading books better than iPad because of the front lit screen,POSITIVE
1766,"Initially I purchased this solely for the purchase of controlling Lutron lights. However, after being @ a friends house for a BBQ and watching them use this for music, I decided to give it a try to see if it could replace my Sonos.It can't, however, I've found that I'm much more likely to play Spotify through this using voice controls if I'm in and out of a room for a shorter period of time and not near a Sonos to hit play/too busy to pull the phone out for Sonos app. This thing has also become more powerful as more IoT devices and services integrate with Echo or IFTTT. There is a TREMENDOUS amount of potential... give it a try and spend at least a week getting to know Alexa. You won't be sorry.",POSITIVE
1767,"We got this for my son foe Christmas. Loves it and keeps him entertained! It is user friendly for him for the most part and sturdy with the case it comes with. The only fault I see with this is in kids account. Before you load anything on to it, there are already tons of apps available to download as you please. I wish there was a way to have just the apps you choose to show up. I do also wish that there was a way to lock the screen, or app that he is playing at the time so little fingers don't get off the app accidently, he is only almost 2 though so I cant complain too much. Other than those two things my son loves it!",MIXED
1768,"Too Much Amazon, not enough Google But for $35.00 to surf the net is ok I guess.",MIXED
1769,"I don't use it myself, but it's my wife's favorite kindle ever. She loves the backlight. Easy on the eyes, but easy in the dark.",POSITIVE
1770,"i got this tablet for traveling. Just games, reading, stuff like that so I didn't need anything fancy. It works but it lags on games and the battery life is horrible.",NEGATIVE
1771,Great book reader. Works great in sunlight as well!,POSITIVE
1772,"I decided to buy a kindle fire because of the price. It's way cheaper than most models and more reliable. I honestly didn't think I would be able to do much.with it, but can do a lot. I have Netflix on it and have binge watched a lot because of it. I am quite happy with my purchase.",POSITIVE
1773,This is the best alternative to cable. Very easy to use!,POSITIVE
1774,"I'm very happy that I purchased the Amazon tv with voice remote. I was spending $108 a month, so I'm looking forward to the savings!",POSITIVE
1775,Nothing but the best way to read books. Love the way it looks and the fact that I can read anywhere!,POSITIVE
1776,Nice size. Good tablet for the price. Bought three to have some spares. Only problem is having to get extra app to run You Tube properly.,MIXED
1777,This is a great kindle and my son loves it! It took a little effort to set it up but that's it.,POSITIVE
1778,Great gift for any age. Wish I bought two. I can do everything on this that I was doing on my ipad,POSITIVE
1779,"We purchased this on the recommendation of our son and daughter-in-law. It was extremely easy to set up and we use it every day. We love the capability of being able to create a shopping list by talking to Echo and then being able to use that list in the store, even without internet access.",POSITIVE
1780,You don't need cable service anymore that means you can save money with this :),POSITIVE
1781,Had the HD Fire 6 and was disappointed that it did not have an SD slot. This one has the slot and has worked flawlessly. My kids love it. I bought 3 of them.,MIXED
1782,This is a great tablet for a kid! It is easy to use and play on!,POSITIVE
1783,I own both a Amazon Fire TV and Fire Stick. The Amazon Fire TV is by far superior than the Fire Stick. The Fire TV is perfect for all-in-one entertainment and perfect if you're looking to get rid of cable/satellite tv. Also very ideal for Kodi,POSITIVE
1784,"Bought two of these tablets for my stepson and mother-in-law for Christmas. Not bad items for the price. Basic tablets,basic features, nothing special about them. They use them for connecting to the internet, playing games and watching movies. This tablet does this well on wi-fi. I expect them to perform well for the next couple of months.",POSITIVE
1785,Bought this because a family member was reading on an iPhone and wanted a bigger screen. Works well and is a fun tablet for the price!,POSITIVE
1786,Like always a timely delivery. We have had these items before and we re purchased,POSITIVE
1787,"I purchased this for my wife who had been reading e books on her Samsung tablet with the Kindle app. She reads 2-4 hours each day and had been having headaches and realized it was from the glare. I purchased the Kindle Paperwhite 3 and she absolutely love it. It's light, turns pages on a touch and the back lighting is adjustable. So far I have no complaints",POSITIVE
1788,My granddaughter loves her pink tablet she is four and able to use on her own,POSITIVE
1789,"Kids loved these tablets, and in not worried about them dropping them",POSITIVE
1790,"I bought this tablet for my daughter and she loves it, so i love it.",POSITIVE
1791,I like because I can download movies to watch offline with netflix,POSITIVE
1792,"got five of these at black friday, great price and deal, worth the money",POSITIVE
1793,Takes a while to get data programmed so you don't get a lot of I don't understand,NEGATIVE
1794,"I think that this tablet is only good for reading books. It's not very fast, so you won't be able to do anything else.",NEGATIVE
1795,I would recommend the Kindle Fire as a great option for anyone who loves to read book after book. Well worth the price. Not so thrilled that a 2 year warranty was half the price of the item I purchased but that has nothing to do with the quality of the device.,MIXED
1796,"It took a little while to figure it out, but once I did it is very simple and easy to use! Convenient and great for reading both indoors and outdoors which is exactly what I was looking for.",POSITIVE
1797,"Works great, easy to use. Affordable, worth the cost.",POSITIVE
1798,This tablet is okay however the screen is too small and the WiFi does not work well. The WiFi turns off and I have to manually reset it over and over. The camera is nice however the resolution is not sharp enough for my needs. Does not make sense why there is not a version without cameras with a bigger screen size.,MIXED
1799,"Kindle is the best. In this version, storage and resolution screen has been improved.",POSITIVE
1800,"this was a gift for my mom, she loves it!!! works great",POSITIVE
1801,Product seems to connect to Wi-Fi pretty easily. So far has been pretty durable and held up to a couple of drops. Good picture and it streams games pretty easily,POSITIVE
1802,"I bought for my sister's birthday she really enjoyed it, it is very appropriate and fits her",POSITIVE
1803,"I kept waiting for a good deal since this new 300ppi kindle released. There's no discount from Amazon. However, I received student coupon from Bestbuy with $20 discount. That was an amazing deal! Now I start to read the song of ice and fire with my new kindle!",POSITIVE
1804,"Bought two for early teenagers-they want books, games and it helps to teach responsibility of e-mail and social media use.",POSITIVE
1805,I got this on black Friday for my mom for christmas. She loves it. She never likes my presents so this is great.,POSITIVE
1806,My daughter absolutely loves this tablet! It has a lot of great apps that she can choose from in the app store too. She's had no problems with her tablet. I've even had fun using her tablet and it's simple to use.,POSITIVE
1807,"Best tablet for the money, also great because of the color selection.",POSITIVE
1808,Family had more fun with this over the holidays. Between it telling jokes and playing music on demand it made for a great time,POSITIVE
1809,"What a neat gadget. It is is easy to set up and we've had a lot of fun with ""Alexa"".",POSITIVE
1810,"Very user friendly, amazing and interesting; you have all the help that you can get just by talking to alexa.",POSITIVE
1811,"Easy to use, lots of features, keeps kids interested, good beginner tablet unit",POSITIVE
1812,Easy to use meet standards my kids really enjoyed it,POSITIVE
1813,Sons tablet stopped working so needed a replacement this tablet fits the bill .,NEGATIVE
1814,I AM ALWAYS FASCINATED BY THE VOICE COMMAND AND NEW APPS FOR THE ALEXA CONTROL. IT HAS SHOWN MAX ENJOYMENT WITH QUALITY OF SOUNDS AND EASE OF USE.,POSITIVE
1815,I bought this tablet for my 1 year old and he loves it! It keeps him entertained when we go places and he has learned so much. The apps are great and perfect for him. I would definitely recommend this tablet for a young child just learning to use a tablet.,POSITIVE
1816,I love this. It is awesome. well worth the money spent,POSITIVE
1817,Great product for the price. I got it for my kids during thanksgiving and they love it,POSITIVE
1818,I love this tablet because it is simple and portable. Easy to carry!,POSITIVE
1819,"My wife was getting frustrated that she couldn't see the screen on her Nook Samsung Tab 4 when she would be on the beach or out in the sun, both places she wants to read. After comparing reviews of the Kindle and the Nook Glowlight Plus, she chose the Kindle and has been quite happy with the decision. She gets most of her books from our library with Overdrive and has had no problem with downloading them from Amazon. The Kindle is light and holds and feels like a book. She added a cover off Amazon so it turns on and off when it is opened/closed. She likes being able to read out on our deck or in the sunroom just as easily as she does inside.",POSITIVE
1820,I got this tablet for my niece because while she was visiting with me her tablet that she brought with her stopped working. I got online and searched for an inexpensive tablet that would do the same thing that her non working tablet would do and so I searched and ran upon this tablet and this is it plus more!!!!,POSITIVE
1821,"I purchased this item, along with an HD antenna to finally cut the cable. Prices were getting out of control with the cable monopoly. This product really delivers. All the entertainment you could possibly want at your fingertips. I use it to stream PlayStation Vue. After experimenting with all devices. I feel this is by far the best. As smooth as a PS4, but easier to navigate with the remote. I also use it to stream Netflix as well as some of the free content. Overall an easy to use great product",POSITIVE
1822,Its a Kindle with Amazon and for only $40. Its a win regardless its for yourself or a gift for family.,POSITIVE
1823,"I got what I paid for. At this price point, there is no arguing that this is value for money. Great for accessing amazon content though my toddler finds it great streaming videos as well.",POSITIVE
1824,"It's fast, content is great and as long as no HDR isn't an issue, it's a great alternative to the Shield at half the price.",POSITIVE
1825,It's cool but it's kind of slow. I don't feel it's worth $119. Maybe like 70,MIXED
1826,"I will rate this Amazon Tap a five stars when the application to make the Alexa commands become remote, instead of manually pressing the command button on the unit itself.",MIXED
1827,"Good for streaming off internet , no buffering on Lodi and live tv !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",POSITIVE
1828,The Fire TV as opposed to the stick allows you to watch HD with no issues whatsoever. It has the capacity to download all your favorite apps including Crossy Road. Definitely would recommend to a friend.,POSITIVE
1829,This reader is perfect for my needs. It is light weight and very easy to hold. Books are easily downloaded and sync with my iPad and iPhone. I would recommend purchasing a cover.,POSITIVE
1830,"Excellent Ereader if that is all you are looking for. Probably a bit over priced for the casual reader, the Voyage is wonderful for those looking for the best reading experience and are willing to pay the price tag and trade the lack of functionality.",POSITIVE
1831,"Easy to use, clear and accurate and very entertaining.",POSITIVE
1832,Love my Kindle Paperwhite. Love that you can read it outdoors.,POSITIVE
1833,"Was very easy to set up and use, has been a joy to just ask Alexa to play my favorite music and even tell jokes! Highly recommend this product!",POSITIVE
1834,I bought this for my son who has a speech disability. He uses it to communicate as well as play games. Great parental controls,POSITIVE
1835,I love my Kindle. It's light and I haven't experienced nnby problems with it thus far. I just wish I could upload my music from Google Play on here,POSITIVE
1836,Enjoyed it so much on one tv we decided to put itOn an additional tv in bedroom. Will be phasing out of DIRECTV soon.,POSITIVE
1837,"Purchased 2 of these to gift to my granddaughters, and they absolutely love them. It's just the right size for them to comfortable hold.",POSITIVE
1838,"Very good product to have at home, comes in handy and makes life a bit easier",POSITIVE
1839,Just like the title...fast and perfect together with amazon prime (you don't need to have amazon prime to use this player),POSITIVE
1840,"I really like the smaller size reader, and being left handed the ease of use of the haptic page turn buttons are very easy to use. I don't even use the touch screen page advance any more, with the haptic advance this can be done from the right or left side of the reader, an advantagefor us lefties. This is my fourth kindle, I keep upgrading due to all the changes and advances, I use my kindle every night and enjoy it very much and would highly recommend if you want to upgrade to the voyage, visit your local best buy and hold it in your hands and feel and see the difference.",POSITIVE
1841,Could not download apps I needed to control my tvs,NEGATIVE
1842,This item works well. Will help you avoid those monthly cable fees,POSITIVE
1843,Overall couldn't be more happier with the tablet works great for the price of it I would def recommend to my friends,POSITIVE
1844,It was what i needed all this time and i really recommend it for anyone,POSITIVE
1845,Ordered a white Echo. Made a great house warming gift.,POSITIVE
1846,"Absolutely loving my Amazon Echo...""Alexa""Don't know how I lived without her for so long! Shehelps me cook dinner...always a joke to tell...and keeps track ofmy shopping list..to do list...and a whole lot more!",POSITIVE
1847,"I like this e reader, but wish the screen were higher resolution. It requires decent light to look good, but it is easy on my eyes. The screen updates involve flashing the whole screen, which I noticed less over time. The advertised month long battery life is just standby time, it lasts much less if you are downloading and reading books.",MIXED
1848,"The kindle fire 10 is a major upgrade from the original fire. My kids, 8 and 11, referred to it as an IPad when it was first received.",POSITIVE
1849,"Great for playing music, finding out the weather forecast, etc. still learning all the options available.",POSITIVE
1850,"I purchased it for a gift but i have to do all the up keep and maintaining. I've been a long time prime member who has many kindle books. I see this can be good for reading out side, it's lighter than a tablet and you don't have to charge it alot, the battery lasts a long time...Setup is straight forward and doesnt take alot of instruction to use it. It displays adds while its off, but it didn't bother me at all. It took me but a few minutes to setup and learn how to use the device.If you have prime you should see all your books right away but If you don't have prime but have someone in your house that does you have to setup a household and share everything to my wife so she was able to see all the books that i had purchased (i can be selective after they are shared). One thing i noticed was there is the kindle lending library, it only allows 1 book to be borrowed per month. Recently Amazon came up with Prime Reading, so you can take out multiple books at a time but you have to do it thru the web or a tablet or phone using the kindle app, which after they are taken out the kindle will see.",POSITIVE
1851,"This is a nice item to get especially when your husband is a movie buff. It will allow you to go to extended channels in order to watch whatever taste you may have for watching TV.. It allows you watch all kinds of sports from soccer, to football, to baseball to lacrosse, to whatever interests you.",POSITIVE
1852,Good size for reading and screen is easy to read. Even in sun light this was very easy to read and it fit into n small bag to carry around,POSITIVE
1853,"Echo is a nice addition to my ahem becoming automated home (not close). What I like with it are easy to use and setup, there still a lot of improvement to do but overall it's nice to have it as long the maker of it will continue to update Alexa to keep up with.this fast paced technology of us.",POSITIVE
1854,My daughter gave me a google for Christmas but I returned it because I wanted an echo. Love it!!!,POSITIVE
1855,This is my first tablet. It's very user friendly. Like the parental controls on it. So my kids can use it.,POSITIVE
1856,"Super easy to use and very gentle on your eyes, I've tried many e-readers but I'll definitely stick to this one.",POSITIVE
1857,Very comfortable to read from - doesn't give off a bright light if reading at light. Doesn't strain eyes,POSITIVE
1858,Bought it for my husband and he loves it. This is perfect for what he wanted it for.,POSITIVE
1859,"Nice, sleek design, works well, at least so far:)!",POSITIVE
1860,Amzon tap is great and fun Bluetooth speaker with inbuilt Alexa. I can talk it to end of the room and it can still understand my commands and plays music. Cool device and I highly recommend it.,POSITIVE
1861,"Great sound quality and very sleek to fit into any room dcor. Due to the price reduction during the holidays, I ranked it a 5 versus a 4 if the regular price was applicable to my purchase. Satisfied enough to purchase two Amazon Dots for my family as Christmas stuffers...which they loved.",POSITIVE
1862,Bought this as a Christmas gift for my wife. She is an avid reader. She previously had a B&N Nook which stopped working. This is much nicer and she loves it. Would recommend for someone who likes to read while traveling or simply at home.,POSITIVE
1863,Pleased with Alexa. Finding information easily accessible and fun to gather. Would highly recommend.,POSITIVE
1864,"Echo does exactly as advertised. It will tell you the weather, jokes and some fun facts. using the skills you can add different features and for the most part they work. For it to really be big it has to continue to add features that the everyday user has an interest in. If you don't get the wording just right echo will not carry out the command. in the skills set you always have to start with a common phrase to get it to understand. This could be a pain because if you forget the exact phrase it will not work. Overall a great product well made and has great potential to be the star of the home automation.",MIXED
1865,This has been a great addition to our home. We love using it to play music and getting general information.,POSITIVE
1866,"Wife loves it! Great sound, great technology! Compact and durable.",POSITIVE
1867,I have never had a problem with Kindle and would recommend them to anyone.,POSITIVE
1868,"Have a lot of fun with this. Listen to music, get the daily weather report and the news. Still learning how to use different things on it.",POSITIVE
1869,The Fire Stick and TV is awesome. Fire TV is a lot faster and it has the option of ether net. I love it.,POSITIVE
1870,"Box works great for cutting the cord for cable, specs are great .",POSITIVE
1871,"I bought this tablet for my dad for Christmas and he loved it! I had to show him how to use it (of course), but now he has the hang of it!! Great buy!",POSITIVE
1872,Spiffy toy and ad they add more items to control it will become even better,POSITIVE
1873,This thing is pretty freakin cool. It's a gadget but a useful one. It's literally Siri for the house. Ask it anything and get the answer or just listen to any type of music in great sound quality. Awesome little thing.,POSITIVE
